Cave	RefPassage	RefStation	Passage	Station	Start	End	Depth	Length	Azimuth	Inclination	LRUDs	Left	Right	Up	Down	ProfileX	ProfileY	Profile	Instrument	Direction	Weight	Loop	Colour	Level	Date	Surveyor	Title	Info	Material	Tasks	Comment	RefCave	RefX	RefY	RefZ	X	Y	Z	State
1323/42	103	15	109	1	0	0	0.00	11.19	280	92	0	0.50	3.00	0.00	1.00	0.00	0.00	0	2	-1	0	0	7	6	08/22/2001	0							17.08	273.54	-596.51	6.52	270.11	-595.11	
1323/42	109	1	109	2	0	0	0.00	9.12	240	151	0	3.00	1.50	0.00	1.00	0.00	0.00	0	2	-1	0	0	7	6	08/22/2001	0							6.52	270.11	-595.11	2.79	264.97	-601.66	
1323/42	109	2	109	3	0	0	0.00	8.54	210	139	0	1.00	2.00	0.00	0.00	0.00	0.00	0	2	-1	0	0	7	6	08/22/2001	0							2.79	264.97	-601.66	1.70	258.07	-606.57	
1323/42	109	3	109	4	0	0	0.00	7.32	9	138	0	0.00	0.40	0.00	0.20	0.00	0.00	0	2	1	0	0	7	6	08/22/2001	0							1.70	258.07	-606.57	2.55	264.07	-610.68	
1323/42	103	6	110	1	0	0	0.00	2.88	332	101	0	3.00	1.00	2.00	0.00	0.00	0.00	0	2	-1	0	106	9	8	08/21/2001	0	Festnetztelefonierer, P13						59.51	287.97	-583.45	56.99	289.36	-583.49	
1323/42	110	1	110	2	0	0	0.00	12.42	270	200	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	-1	0	106	9	7	08/21/2001	0							56.99	289.36	-583.49	56.99	289.36	-595.91	
1323/42	110	2	106	2	0	0	0.00	0.00	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	-1	0	106	4	7	08/21/2001	0							56.99	289.36	-595.91	56.99	289.36	-595.91	
1323/42	104	4	106	1	0	0	0.00	0.00	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0	4	0	0	104	4	4	08/20/2002	0							51.35	293.70	-601.51	51.35	293.70	-601.51	
1323/42	104	4	104	5	0	0	0.00	7.08	45	115	0	0.00	2.50	2.00	4.00	0.00	0.00	0	4	0.5	0	0	9	4	08/20/2002	0							51.35	293.70	-601.51	55.94	298.81	-603.16	
1323/42	104	5	104	6	0	0	0.00	5.57	45	200	0	0.00	0.00	0.00	0.00	0.00	0.00	0	4	0.5	0	0	9	4	08/20/2002	0							55.94	298.81	-603.16	55.94	298.81	-608.73	
1323/42	110	2	110	3	0	0	0.00	3.33	116	51	0	0.20	5.00	10.00	0.00	0.00	0.00	0	2	-1	0	110	9	7	08/21/2001	0							56.99	289.36	-595.91	59.31	288.76	-593.59	
1323/42	110	3	110	4	0	0	0.00	4.50	171	76	0	0.50	0.00	3.00	2.00	0.00	0.00	0	2	-1	0	110	9	7	08/21/2001	0							59.31	288.76	-593.59	61.15	285.01	-591.94	
1323/42	110	4	110	5	0	0	0.00	6.20	138	107	0	0.00	0.50	3.00	0.00	0.00	0.00	0	2	-2	0	110	9	7	08/21/2001	0							61.15	285.01	-591.94	66.24	281.54	-592.62	
1323/42	110	5	110	6	0	0	0.00	5.17	138	200	0	2.00	1.00	0.00	0.00	0.00	0.00	0	2	-1	0	110	9	7	08/21/2001	0							66.24	281.54	-592.62	66.24	281.54	-597.79	
1323/42	110	6	110	7	0	0	0.00	1.34	15	102	0	2.00	0.00	3.00	0.50	0.00	0.00	0	2	-1	0	110	9	7	08/21/2001	0							66.24	281.54	-597.79	66.56	282.85	-597.83	
1323/42	110	7	110	8	0	0	0.00	5.46	360	136	0	0.10	0.50	2.00	2.00	0.00	0.00	0	2	-1	0	110	9	7	08/21/2001	0							66.56	282.85	-597.83	63.85	286.58	-600.75	
1323/42	110	8	110	9	0	0	0.00	2.06	367	98	0	0.50	0.00	0.00	0.00	0.00	0.00	0	2	-1	0	110	9	7	08/21/2001	0	P23						63.85	286.58	-600.75	62.83	288.36	-600.69	
1323/42	110	9	110	10	0	0	0.00	4.69	60	200	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	-1	0	110	9	7	08/21/2001	0							62.83	288.36	-600.69	62.83	288.36	-605.38	
1323/42	110	10	110	11	0	0	0.00	1.02	59	56	0	0.20	0.20	0.00	0.00	0.00	0.00	0	2	-1	0	110	9	7	08/21/2001	0							62.83	288.36	-605.38	63.46	288.84	-604.73	
1323/42	110	11	110	12	0	0	0.00	3.27	188	129	0	0.50	0.00	1.00	0.00	0.00	0.00	0	2	-1	0	110	9	7	08/21/2001	0							63.46	288.84	-604.73	64.01	285.95	-606.17	
1323/42	110	12	110	13	0	0	0.00	2.30	164	100	0	0.00	0.50	3.00	0.00	0.00	0.00	0	2	-2	0	110	9	7	08/21/2001	0							64.01	285.95	-606.17	65.24	284.01	-606.17	
1323/42	110	13	110	14	0	0	0.00	15.53	73	200	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	110	9	7	08/21/2001	0							65.24	284.01	-606.17	65.24	284.01	-621.70	
1323/42	110	14	20	107	0	0	0.00	1.70	60	73	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	110	9	7	08/21/2001	0							65.24	284.01	-621.70	66.49	284.92	-621.00	
1323/42	103	5	111	1	0	0	0.00	6.57	0	200	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	9	8	08/21/2001	0							74.08	309.41	-596.14	74.08	309.41	-602.71	
1323/42	110	10	115	1	0	0	0.00	2.00	251	161	0	0.10	0.40	2.00	1.00	0.00	0.00	0	2	1	0	115	9	7	08/21/2001	0							62.83	288.36	-605.38	62.00	287.56	-607.02	
1323/42	115	1	115	2	0	0	0.00	3.72	361	142	0	2.00	0.00	2.00	0.00	0.00	0.00	0	2	1	0	115	9	7	08/21/2001	0							62.00	287.56	-607.02	60.31	289.97	-609.30	
1323/42	115	2	115	3	0	0	0.00	3.87	65	136	0	0.50	0.00	2.00	2.00	0.00	0.00	0	2	1	0	115	9	7	08/21/2001	0							60.31	289.97	-609.30	63.10	291.68	-611.37	
1323/42	115	3	115	4	0	0	0.00	2.70	225	118	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	115	9	7	08/21/2001	0							63.10	291.68	-611.37	62.10	289.28	-612.12	
1323/42	115	4	20	107	0	0	0.00	10.49	128	157	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	-1	0	115	9	7	08/21/2001	0							62.10	289.28	-612.12	68.04	286.49	-620.31	
1323/42	103	5	120	1	0	0	0.00	11.48	65	113	0	2.00	2.00	4.00	0.00	0.00	0.00	0	2	1	0	0	3	8	08/21/2001	0	Ebbelwoi-Express						74.08	309.41	-596.14	83.67	315.28	-598.47	
1323/42	120	1	120	2	0	0	0.00	9.37	80	86	0	1.50	1.50	5.00	2.00	0.00	0.00	0	2	1	0	0	3	5	08/21/2001	0							83.67	315.28	-598.47	92.36	318.11	-596.43	
1323/42	120	2	120	3	0	0	0.00	11.42	50	112	0	0.00	2.00	3.00	2.00	0.00	0.00	0	2	1	0	0	3	5	08/21/2001	0							92.36	318.11	-596.43	100.29	326.04	-598.57	
1323/42	120	3	120	4	0	0	0.00	11.44	43	122	0	1.00	2.00	5.00	5.00	0.00	0.00	0	2	1	0	0	3	5	08/21/2001	0							100.29	326.04	-598.57	107.02	334.44	-602.44	
1323/42	120	4	120	5	0	0	0.00	9.20	53	105	0	2.50	2.50	2.00	1.00	0.00	0.00	0	2	1	0	0	3	5	08/21/2001	0							107.02	334.44	-602.44	113.81	340.61	-603.16	
1323/42	120	5	120	6	0	0	0.00	10.93	42	118	0	1.50	2.00	2.50	1.00	0.00	0.00	0	2	1	0	0	3	5	08/21/2001	0							113.81	340.61	-603.16	120.24	348.91	-606.21	
1323/42	120	6	120	7	0	0	0.00	9.24	57	76	0	2.00	2.50	10.00	1.50	0.00	0.00	0	2	1	0	0	3	5	08/21/2001	0							120.24	348.91	-606.21	126.95	354.28	-602.81	
1323/42	120	7	120	8	0	0	0.00	4.08	63	88	0	5.00	4.00	7.00	1.50	0.00	0.00	0	2	1	0	0	3	5	08/21/2001	0							126.95	354.28	-602.81	130.30	356.48	-602.05	
1323/42	120	8	120	9	0	0	0.00	10.31	45	113	0	3.00	5.00	3.00	2.00	0.00	0.00	0	2	1	0	0	3	5	08/21/2001	0							130.30	356.48	-602.05	136.85	364.15	-604.14	
1323/42	120	9	120	10	0	0	0.00	13.09	58	130	0	4.00	1.00	2.00	1.00	0.00	0.00	0	2	1	0	0	3	5	08/21/2001	0							136.85	364.15	-604.14	146.07	371.30	-610.08	
1323/42	120	10	120	11	0	0	0.00	11.33	39	133	0	2.00	3.50	3.00	2.00	0.00	0.00	0	2	1	0	0	3	5	08/21/2001	0							146.07	371.30	-610.08	151.73	379.35	-615.69	
1323/42	120	11	120	12	0	0	0.00	14.32	60	100	0	3.00	0.50	0.50	2.00	0.00	0.00	0	2	1	0	0	7	6	08/22/2001	0							151.73	379.35	-615.69	163.31	387.77	-615.69	
1323/42	120	12	120	13	0	0	0.00	10.83	52	78	0	5.00	2.00	2.00	1.00	0.00	0.00	0	2	1	0	0	7	6	08/22/2001	0							163.31	387.77	-615.69	170.74	394.75	-612.03	
1323/42	120	13	120	14	0	0	0.00	11.26	175	67	0	3.00	3.00	5.00	1.00	0.00	0.00	0	2	1	0	0	7	6	08/22/2001	0							170.74	394.75	-612.03	174.48	385.71	-606.45	
1323/42	120	14	120	15	0	0	0.00	8.72	25	104	0	3.00	2.00	3.00	2.00	0.00	0.00	0	2	1	0	0	7	6	08/22/2001	0							174.48	385.71	-606.45	177.81	393.75	-606.99	
1323/42	120	15	120	16	0	0	0.00	15.83	45	115	0	1.50	2.00	6.00	2.00	0.00	0.00	0	2	1	0	0	7	6	08/22/2001	0							177.81	393.75	-606.99	187.81	405.46	-610.69	
1323/42	120	16	120	17	0	0	0.00	4.35	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	7	6	08/22/2001	0							187.81	405.46	-610.69	187.81	405.46	-606.34	
1323/42	120	17	120	18	0	0	0.00	4.90	366	103	0	0.00	0.00	4.00	1.00	0.00	0.00	0	4	1	0	0	7	6	08/19/2002	0	Tennishalle						187.81	405.46	-606.34	185.43	409.72	-606.57	
1323/42	120	18	120	19	0	0	0.00	11.81	228	77	0	1.00	5.00	0.50	0.30	0.00	0.00	0	4	-1	0	0	7	6	08/19/2002	0							185.43	409.72	-606.57	180.49	399.87	-602.41	
1323/42	120	19	120	20	0	0	0.00	6.44	231	68	0	1.50	2.50	0.40	1.00	0.00	0.00	0	4	-1	0	0	7	6	08/19/2002	0							180.49	399.87	-602.41	177.74	394.97	-599.31	
1323/42	120	8	121	1	0	0	0.00	0.53	173	100	0	2.00	2.00	3.00	1.00	0.00	0.00	0	2	1	0	0	3	5	08/21/2001	0							130.30	356.48	-602.05	130.51	355.99	-602.05	
1323/42	121	1	121	2	0	0	0.00	5.12	0	200	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	1	0	0	3	5	08/21/2001	0							130.51	355.99	-602.05	130.51	355.99	-607.17	
1323/42	120	13	122	1	0	0	0.00	12.45	280	113	0	0.00	0.00	0.00	0.00	0.00	0.00	0	2	-0.5	0	0	7	6	08/22/2001	0							170.74	394.75	-612.03	159.15	390.98	-614.55	
1323/42	120	13	123	1	0	0	0.00	7.67	385	122	0	2.00	4.00	1.00	0.50	0.00	0.00	0	2	0	0	0	7	6	08/22/2001	0							170.74	394.75	-612.03	169.06	401.76	-614.62	
1323/42	120	13	124	1	0	0	0.00	7.23	40	120	0	1.00	1.50	0.70	0.20	0.00	0.00	0	2	1	0	0	7	6	08/22/2001	0							170.74	394.75	-612.03	174.78	400.31	-614.26	
1323/42	120	11	125	1	0	0	0.00	4.36	302	143	0	5.00	1.00	8.00	2.00	0.00	0.00	0	4	-1	0	0	3	5	08/19/2002	0							151.73	379.35	-615.69	148.34	379.55	-618.41	
1323/42	125	1	125	2	0	0	0.00	2.43	300	110	0	4.00	0.50	3.00	0.00	0.00	0.00	0	4	-1	0	0	3	5	08/19/2002	0	Windschacht, P8						148.34	379.55	-618.41	145.95	379.61	-618.79	
1323/42	125	2	125	3	0	0	0.00	8.16	300	200	0	4.00	0.50	6.00	0.00	0.00	0.00	0	4	-1	0	0	3	5	08/19/2002	0							145.95	379.61	-618.79	145.95	379.61	-626.95	
1323/42	125	3	125	4	0	0	0.00	6.01	279	112.5	0	6.00	2.00	8.00	1.00	0.00	0.00	0	4	1	0	0	3	5	08/20/2002	0							145.95	379.61	-626.95	140.34	377.85	-628.12	
1323/42	125	4	125	5	0	0	0.00	8.82	42	97	0	1.00	3.00	2.00	5.00	0.00	0.00	0	4	1	0	0	3	5	08/20/2002	0							140.34	377.85	-628.12	145.90	384.65	-627.71	
1323/42	125	5	125	6	0	0	0.00	7.80	47	115	0	3.00	0.50	3.00	2.00	0.00	0.00	0	4	1	0	0	3	5	08/20/2002	0							145.90	384.65	-627.71	151.13	390.11	-629.52	
1323/42	125	6	125	7	0	0	0.00	13.06	40	137	0	4.00	1.00	2.00	6.00	0.00	0.00	0	4	1	0	0	3	5	08/20/2002	0							151.13	390.11	-629.52	157.75	398.75	-636.67	
1323/42	125	7	125	8	0	0	0.00	7.15	262	132	0	0.00	2.00	1.00	2.00	0.00	0.00	0	4	1	0	0	3	5	08/20/2002	0							157.75	398.75	-636.67	152.49	395.37	-640.11	
1323/42	125	8	125	9	0	0	0.00	11.23	64	116	0	2.00	1.00	3.00	3.00	0.00	0.00	0	4	1	0	0	3	5	08/20/2002	0							152.49	395.37	-640.11	161.79	400.94	-642.89	
1323/42	125	9	125	10	0	0	0.00	9.51	34	97	0	2.00	2.00	3.00	1.00	0.00	0.00	0	4	1	0	0	3	5	08/20/2002	0							161.79	400.94	-642.89	166.82	408.97	-642.44	
1323/42	125	10	125	11	0	0	0.00	4.95	52	81	0	6.00	1.50	2.00	4.00	0.00	0.00	0	4	1	0	0	3	5	08/20/2002	0							166.82	408.97	-642.44	170.33	412.11	-640.99	
1323/42	125	11	125	12	0	0	0.00	13.50	43	115	0	1.00	3.00	1.00	2.00	0.00	0.00	0	4	1	0	0	3	5	08/20/2002	0							170.33	412.11	-640.99	178.77	422.11	-644.13	
1323/42	125	12	125	13	0	0	0.00	9.98	56	99.5	0	10.00	3.00	5.00	2.00	0.00	0.00	0	4	1	0	0	3	5	08/20/2002	0							178.77	422.11	-644.13	186.59	428.25	-644.06	
1323/42	125	13	125	14	0	0	0.00	6.23	77	107	0	8.00	2.00	3.00	2.00	0.00	0.00	0	4	1	0	0	3	5	08/20/2002	0							186.59	428.25	-644.06	192.42	430.29	-644.74	
1323/42	125	14	125	15	0	0	0.00	5.95	3	123	0	3.00	0.00	1.00	2.00	0.00	0.00	0	4	1	0	0	3	5	08/20/2002	0							192.42	430.29	-644.74	192.82	435.82	-646.83	
1323/42	125	15	125	16	0	0	0.00	2.28	50	200	0	2.00	2.00	1.00	1.00	0.00	0.00	0	4	1	0	0	3	5	08/20/2002	0							192.82	435.82	-646.83	192.82	435.82	-649.11	
1323/42	125	16	125	17	0	0	0.00	4.37	68	131	0	2.00	1.00	1.00	2.00	0.00	0.00	0	4	1	0	0	3	5	08/20/2002	0							192.82	435.82	-649.11	196.24	437.59	-651.15	
1323/42	125	17	125	18	0	0	0.00	6.51	46	143	0	2.00	0.00	4.00	1.00	0.00	0.00	0	4	1	0	0	3	5	08/20/2002	0							196.24	437.59	-651.15	199.69	441.31	-655.21	
1323/42	125	18	125	19	0	0	0.00	6.08	49	59	0	0.20	1.00	1.00	0.20	0.00	0.00	0	4	1	0	0	3	5	08/20/2002	0							199.69	441.31	-655.21	203.15	444.70	-651.57	
1323/42	125	19	125	20	0	0	0.00	3.52	46	90	0	0.20	0.20	2.00	0.30	0.00	0.00	0	4	1	0	0	3	5	08/20/2002	0							203.15	444.70	-651.57	205.51	447.24	-651.02	
1323/42	125	20	125	21	0	0	0.00	2.78	50	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0	4	1	0	0	3	5	08/20/2002	0							205.51	447.24	-651.02	205.51	447.24	-648.24	
1323/42	125	21	125	22	0	0	0.00	1.86	35	140	0	0.00	12.00	5.00	2.00	0.00	0.00	0	4	1	0	0	3	5	08/20/2002	0	Stairway to Heaven, P38						205.51	447.24	-648.24	206.33	448.50	-649.33	
1323/42	125	22	125	23	0	0	0.00	7.35	364	150	0	2.00	8.00	10.00	2.00	0.00	0.00	0	4	1	0	0	3	5	08/20/2002	0							206.33	448.50	-649.33	203.66	452.95	-654.52	
1323/42	125	23	125	24	0	0	0.00	2.98	5	135	0	0.00	0.00	0.00	0.00	0.00	0.00	0	4	1	0	0	3	5	08/22/2002	0							203.66	452.95	-654.52	203.92	455.47	-656.07	
1323/42	125	24	125	24a	0	0	0.00	39.21	390	164	0	15.00	3.00	30.00	0.00	0.00	0.00	0	4	1	0	0	15	5	09/02/2003	0							203.92	455.47	-656.07	201.21	476.26	-689.12	
1323/42	125	24a	125	25	0	0	0.00	8.27	168	78.5	0	2.00	15.00	40.00	1.00	0.00	0.00	0	4	-1	0	0	15	5	09/02/2003	0							201.21	476.26	-689.12	204.77	469.35	-686.39	
1323/42	125	25	125	26	0	0	0.00	11.27	317	121	0	0.50	0.00	20.00	2.00	0.00	0.00	0	4	1	0	0	15	5	09/02/2003	0							204.77	469.35	-686.39	194.60	472.43	-690.03	
1323/42	125	26	125	27	0	0	0.00	3.87	278	108	0	0.00	1.00	2.00	5.00	0.00	0.00	0	4	1	0	0	15	5	09/02/2003	0	P52						194.60	472.43	-690.03	190.96	471.23	-690.51	
1323/42	125	27	125	28	0	0	0.00	51.68	278	200	0	0.00	0.00	0.00	0.00	0.00	0.00	0	4	1	0	0	15	5	09/02/2003	0							190.96	471.23	-690.51	190.96	471.23	-742.19	
1323/42	125	28	125	29	0	0	0.00	8.99	82	44	0	2.50	4.00	10.00	1.00	0.00	0.00	0	4	1	0	0	15	5	09/02/2003	0							190.96	471.23	-742.19	196.49	472.68	-735.28	
1323/42	125	29	125	30	0	0	0.00	4.46	78	74	0	3.00	2.00	30.00	1.00	0.00	0.00	0	4	1	0	0	15	5	09/02/2003	0							196.49	472.68	-735.28	200.37	473.96	-733.51	
1323/42	125	30	125	31	0	0	0.00	7.29	78	101	0	2.00	3.00	20.00	1.00	0.00	0.00	0	4	1	0	0	15	5	09/02/2003	0							200.37	473.96	-733.51	207.27	476.23	-733.62	
1323/42	125	31	125	32	0	0	0.00	2.60	396	117	0	0.50	0.50	0.00	3.00	0.00	0.00	0	4	1	0	0	15	5	09/02/2003	0	R 5						207.27	476.23	-733.62	207.18	478.73	-734.31	
1323/42	125	32	125	33	0	0	0.00	4.80	396	200	0	0.00	0.00	0.00	0.00	0.00	0.00	0	4	1	0	0	15	5	09/02/2003	0							207.18	478.73	-734.31	207.18	478.73	-739.11	
1323/42	125	33	125	34	0	0	0.00	3.33	397	129	0	1.00	1.00	2.00	5.00	0.00	0.00	0	4	1	0	0	15	5	09/02/2003	0	Zerberus, P19						207.18	478.73	-739.11	207.12	481.71	-740.57	
1323/42	125	34	125	35	0	0	0.00	24.72	374	155	0	20.00	7.00	20.00	2.00	0.00	0.00	0	4	1	0	0	15	5	09/02/2003	0							207.12	481.71	-740.57	201.16	496.58	-759.33	
1323/42	125	35	125	36	0	0	0.00	13.58	241	147	0	7.00	20.00	25.00	0.00	0.00	0.00	0	4	-1	0	0	15	5	09/02/2003	0							201.16	496.58	-759.33	194.93	488.73	-768.44	
1323/42	125	36	125	37	0	0	0.00	18.27	375	137.5	0	4.00	0.00	2.00	2.00	0.00	0.00	0	6	-1	0	0	15	5	08/25/2004	0	Hades						194.93	488.73	-768.44	189.61	502.92	-778.57	
1323/42	125	37	125	38	0	0	0.00	7.06	246	152	0	3.00	0.50	6.00	4.00	0.00	0.00	0	6	-1	0	0	15	5	08/25/2004	0							189.61	502.92	-778.57	186.30	499.41	-783.70	
1323/42	125	38	125	39	0	0	0.00	5.12	174	51	0	3.00	2.00	4.00	1.00	0.00	0.00	0	6	-1	0	0	15	5	08/25/2004	0							186.30	499.41	-783.70	187.64	495.99	-780.15	
1323/42	125	39	125	40	0	0	0.00	9.07	208	114	0	1.00	0.30	1.00	0.00	0.00	0.00	0	6	-1	0	0	15	5	08/25/2004	0							187.64	495.99	-780.15	186.24	487.28	-782.12	
1323/42	125	40	125	41	0	0	0.00	3.81	165	61	0	0.00	0.50	0.50	1.00	0.00	0.00	0	6	-1	0	0	15	5	08/25/2004	0							186.24	487.28	-782.12	187.78	484.58	-779.93	
1323/42	125	41	125	42	0	0	0.00	2.40	171	94	0	2.00	1.00	3.00	1.00	0.00	0.00	0	6	-1	0	0	15	5	08/25/2004	0							187.78	484.58	-779.93	188.75	482.41	-779.71	
1323/42	125	42	125	42a	0	0	0.00	9.02	221	149	0	2.00	1.00	0.50	0.00	0.00	0.00	0	6	-1	0	0	15	5	08/25/2004	0							188.75	482.41	-779.71	186.46	476.37	-785.97	
1323/42	125	42	125	43	0	0	0.00	5.18	181	130	0	0.00	2.00	2.00	2.00	0.00	0.00	0	6	-1	0	0	15	5	08/25/2004	0							188.75	482.41	-779.71	189.96	477.97	-782.05	
1323/42	125	43	125	44	0	0	0.00	5.48	342	119	0	0.00	1.00	1.00	2.00	0.00	0.00	0	6	1	0	0	15	5	08/25/2004	0							189.96	477.97	-782.05	185.94	481.30	-783.66	
1323/42	125	11	126	1	0	0	0.00	8.53	351	82	0	3.00	3.00	2.00	1.00	0.00	0.00	0	4	-1	0	0	7	5	08/20/2002	0							170.33	412.11	-640.99	164.80	418.11	-638.62	
1323/42	125	13	127	1	0	0	0.00	4.33	297	93	0	0.00	0.00	0.00	0.00	0.00	0.00	0	4	-1	0	0	7	5	08/20/2002	0							186.59	428.25	-644.06	182.31	428.16	-643.58	
1323/42	125	13	128	1	0	0	0.00	3.51	390	110	0	2.00	5.00	4.00	1.00	0.00	0.00	0	4	1	0	0	7	5	08/20/2002	0							186.59	428.25	-644.06	186.14	431.68	-644.60	
1323/42	125	21	129	1	0	0	0.00	11.01	211	65.5	0	15.00	4.00	7.00	2.00	0.00	0.00	0	4	-1	0	0	7	5	08/20/2002	0							205.51	447.24	-648.24	203.66	438.02	-642.58	
1323/42	129	1	129	2	0	0	0.00	5.25	314	94	0	1.00	0.50	1.00	2.00	0.00	0.00	0	4	-0.5	0	0	7	5	08/20/2002	0							203.66	438.02	-642.58	198.60	439.28	-642.09	
1323/42	129	2	129	3	0	0	0.00	1.51	270	200	0	0.00	0.00	0.00	0.00	0.00	0.00	0	4	-0.5	0	0	7	5	08/20/2002	0							198.60	439.28	-642.09	198.60	439.28	-643.60	
1323/42	129	3	129	4	0	0	0.00	1.71	240	130	0	0.50	0.50	2.00	3.00	0.00	0.00	0	4	-0.5	0	0	7	5	08/20/2002	0							198.60	439.28	-643.60	197.68	438.08	-644.37	
1323/42	129	4	129	5	0	0	0.00	3.09	225	200	0	0.00	0.00	0.00	0.00	0.00	0.00	0	4	-0.5	0	0	7	5	08/20/2002	0							197.68	438.08	-644.37	197.68	438.08	-647.46	
1323/42	129	5	129	6	0	0	0.00	3.65	210	90	0	0.50	0.30	2.00	1.00	0.00	0.00	0	4	-0.5	0	0	7	5	08/20/2002	0							197.68	438.08	-647.46	197.03	434.54	-646.89	
1323/42	106	1	130	1	0	0	0.00	6.12	270	70	0	1.00	2.00	1.50	0.50	0.00	0.00	0	4	-1	0	0	9	4	08/20/2002	0							51.35	293.70	-601.51	46.45	291.36	-598.74	
1323/42	130	1	130	2	0	0	0.00	10.00	270	90	0	1.00	0.50	0.50	0.50	0.00	0.00	0	4	-1	0	0	9	4	08/20/2002	0							46.45	291.36	-598.74	37.57	287.11	-597.18	
1323/42	130	2	130	3	0	0	0.00	2.50	260	105	0	1.00	0.50	0.20	0.50	0.00	0.00	0	4	-1	0	0	9	4	08/20/2002	0							37.57	287.11	-597.18	35.52	285.70	-597.38	
1323/42	125	8	131	1	0	0	0.00	16.19	257	79	0	1.00	0.50	10.00	5.00	0.00	0.00	0	4	-1	0	131	7	6	08/22/2002	0							152.49	395.37	-640.11	140.34	386.13	-634.88	
1323/42	131	1	131	2	0	0	0.00	7.66	168	48	0	5.00	10.00	10.00	10.00	0.00	0.00	0	4	-1	0	131	7	6	08/22/2002	0							140.34	386.13	-634.88	142.74	381.48	-629.31	
1323/42	131	2	131	3	0	0	0.00	4.72	241	86	0	5.00	2.00	10.00	1.00	0.00	0.00	0	4	-1	0	131	7	6	08/22/2002	0							142.74	381.48	-629.31	139.89	377.88	-628.28	
1323/42	131	3	125	4	0	0	0.00	0.00	0	0	0	0.00	0.00	0.00	0.00	0.00	0.00	0	4	-1	0	131	7	6	08/22/2002	0							139.89	377.88	-628.28	139.89	377.88	-628.28	
1323/42	131	3	131	4	0	0	0.00	5.12	203	85	0	2.00	2.00	10.00	7.00	0.00	0.00	0	4	-1	0	0	7	6	08/22/2002	0							139.89	377.88	-628.28	139.53	372.93	-627.09	
1323/42	131	4	131	5	0	0	0.00	7.32	203	200	0	0.00	0.00	0.00	0.00	0.00	0.00	0	4	-1	0	0	7	6	08/22/2002	0							139.53	372.93	-627.09	139.53	372.93	-634.41	
1323/42	103	13	140	1	0	0	0.00	15.52	255	81	0	2.00	1.50	2.00	1.00	0.00	0.00	0	2	-1	0	0	3	5	08/22/2001	0	Tiroler Tunnel						17.48	268.45	-567.42	6.20	258.82	-562.85	
1323/42	140	1	140	2	0	0	0.00	22.34	270	95	0	0.00	1.50	3.00	2.00	0.00	0.00	0	2	-1	0	0	3	5	08/22/2001	0							6.20	258.82	-562.85	-13.64	248.71	-561.10	
1323/42	140	2	140	3	0	0	0.00	18.12	256	100	0	1.50	3.00	3.00	0.50	0.00	0.00	0	2	-1	0	0	3	5	08/22/2001	0							-13.64	248.71	-561.10	-27.60	237.16	-561.10	
1323/42	140	3	140	4	0	0	0.00	9.93	280	110	0	2.50	3.00	3.00	0.50	0.00	0.00	0	2	-1	0	0	3	5	08/22/2001	0							-27.60	237.16	-561.10	-36.93	234.13	-562.65	
1323/42	140	4	140	5	0	0	0.00	15.29	280	109	0	2.00	3.00	2.00	4.00	0.00	0.00	0	2	-1	0	0	3	5	08/22/2001	0							-36.93	234.13	-562.65	-51.33	229.45	-564.81	
1323/42	140	5	140	6	0	0	0.00	21.52	270	91	0	3.00	3.00	3.00	2.00	0.00	0.00	0	2	-1	0	0	3	5	08/22/2001	0							-51.33	229.45	-564.81	-70.31	219.78	-561.78	
1323/42	140	6	140	7	0	0	0.00	17.42	267	92	0	1.00	2.00	2.00	5.00	0.00	0.00	0	2	-1	0	0	3	5	08/22/2001	0							-70.31	219.78	-561.78	-85.32	211.21	-559.59	
1323/42	140	7	140	8	0	0	0.00	16.02	273	105	0	1.00	1.00	2.00	2.00	0.00	0.00	0	2	-1	0	0	3	5	08/22/2001	0							-85.32	211.21	-559.59	-99.88	204.64	-560.85	
1323/42	140	8	140	9	0	0	0.00	26.94	260	83	0	0.00	3.50	6.00	2.00	0.00	0.00	0	2	-1	0	0	3	5	08/23/2001	0							-99.88	204.64	-560.85	-120.90	189.37	-553.74	
1323/42	140	9	140	10	0	0	0.00	47.62	260	67	0	3.00	2.00	0.00	3.00	0.00	0.00	0	2	-1	0	0	3	5	08/23/2001	0	Südbahnhof						-120.90	189.37	-553.74	-154.36	165.05	-530.15	
1323/42	140	10	140	11	0	0	0.00	20.82	247	100	0	1.00	1.00	3.00	2.00	0.00	0.00	0	2	-1	0	0	3	5	08/23/2001	0							-154.36	165.05	-530.15	-168.38	149.66	-530.15	
